customer_id,region_id,node_id,start_id,end_date
91,4,4, 2020-03-20, 2020-04-10
91,4,2, 2020-04-11, 2020-04-27
91,4,5, 2020-04-28, 9999-12-31
92,3,3, 2020-01-05, 2020-01-29
92,3,2, 2020-01-30, 2020-02-16
92,3,4, 2020-02-17, 2020-03-03
92,3,4, 2020-03-04, 2020-03-14
92,3,5, 2020-03-15, 2020-03-29
92,3,5, 2020-03-30, 2020-04-17
92,3,1, 2020-04-18, 9999-12-31
93,4,1, 2020-01-11, 2020-01-21
93,4,2, 2020-01-22, 2020-01-28
93,4,4, 2020-01-29, 2020-02-26
93,4,3, 2020-02-27, 2020-03-23
93,4,2, 2020-03-24, 2020-03-28
93,4,4, 2020-03-29, 2020-04-03
93,4,5, 2020-04-04, 9999-12-31
94,5,2, 2020-01-01, 2020-01-25
94,5,2, 2020-01-26, 2020-02-20
94,5,1, 2020-02-21, 2020-03-08
94,5,5, 2020-03-09, 2020-03-19
94,5,3, 2020-03-20, 2020-04-11
94,5,1, 2020-04-12, 2020-04-26
94,5,4, 2020-04-27, 9999-12-31
95,1,2, 2020-01-03, 2020-01-21
95,1,1, 2020-01-22, 2020-02-15
95,1,4, 2020-02-16, 2020-02-20
95,1,2, 2020-02-21, 2020-03-03
95,1,3, 2020-03-04, 2020-03-10
95,1,4, 2020-03-11, 2020-03-11
95,1,2, 2020-03-12, 9999-12-31
96,3,3, 2020-04-24, 9999-12-31
96,3,1, 2020-01-03, 2020-01-20
96,3,2, 2020-01-21, 2020-02-03
96,3,5, 2020-02-04, 2020-02-25
96,3,4, 2020-02-26, 2020-03-21
96,3,2, 2020-03-22, 2020-04-17
96,3,3, 2020-04-18, 2020-04-23
97,3,4, 2020-01-04, 2020-01-30
97,3,5, 2020-01-31, 2020-02-07
97,3,5, 2020-02-08, 2020-03-03
97,3,5, 2020-03-04, 2020-03-09
97,3,4, 2020-03-10, 2020-04-08
97,3,3, 2020-04-09, 2020-04-09
97,3,1, 2020-04-10, 9999-12-31
98,1,5, 2020-01-15, 2020-01-28
98,1,1, 2020-01-29, 2020-01-31
98,1,4, 2020-02-01, 2020-02-21
98,1,5, 2020-02-22, 2020-03-01
98,1,1, 2020-03-02, 2020-03-16
98,1,5, 2020-03-17, 2020-03-30
98,1,2, 2020-03-31, 9999-12-31
99,2,4, 2020-01-08, 2020-01-30
99,2,2, 2020-01-31, 2020-02-15
99,2,3, 2020-02-16, 2020-02-29
99,2,3, 2020-03-01, 2020-03-22
99,2,5, 2020-03-23, 2020-04-05
99,2,5, 2020-04-06, 2020-04-25
99,2,4, 2020-04-26, 9999-12-31
100,1,5, 2020-02-04, 2020-02-22
100,1,3, 2020-01-06, 2020-01-15
100,1,1, 2020-01-16, 2020-01-22
100,1,2, 2020-01-23, 2020-02-03
100,1,4, 2020-02-23, 2020-02-27
100,1,1, 2020-02-28, 2020-03-21
100,1,5, 2020-03-22, 9999-12-31
101,2,3, 2020-01-12, 2020-01-19
101,2,3, 2020-01-20, 2020-01-27
101,2,1, 2020-01-28, 2020-02-09
101,2,2, 2020-02-10, 2020-02-29
101,2,3, 2020-03-01, 2020-03-21
101,2,1, 2020-03-22, 2020-04-02
101,2,4, 2020-04-03, 9999-12-31
102,1,4, 2020-01-26, 2020-01-28
102,1,4, 2020-01-29, 2020-02-15
102,1,1, 2020-02-16, 2020-02-22
102,1,4, 2020-02-23, 2020-03-13
102,1,4, 2020-03-14, 2020-03-14
102,1,1, 2020-03-15, 2020-03-17
102,1,4, 2020-03-18, 9999-12-31
103,4,1, 2020-01-07, 2020-01-20
103,4,3, 2020-01-21, 2020-02-16
103,4,3, 2020-02-17, 2020-03-06
103,4,5, 2020-03-07, 2020-04-03
103,4,5, 2020-04-04, 2020-04-09
103,4,1, 2020-04-10, 2020-04-19
103,4,5, 2020-04-20, 9999-12-31
104,4,4, 2020-01-25, 2020-02-12
104,4,3, 2020-02-13, 2020-02-24
104,4,2, 2020-02-25, 2020-03-16
104,4,3, 2020-03-17, 2020-03-20
104,4,3, 2020-03-21, 2020-03-26
104,4,5, 2020-03-27, 2020-04-13
104,4,1, 2020-04-14, 9999-12-31
105,1,4, 2020-01-07, 2020-01-19
105,1,1, 2020-01-20, 2020-01-24
105,1,4, 2020-01-25, 2020-01-31
105,1,4, 2020-02-01, 2020-02-19
105,1,4, 2020-02-20, 2020-02-24
105,1,1, 2020-02-25, 2020-03-13
105,1,2, 2020-03-14, 9999-12-31
106,2,5, 2020-01-24, 2020-02-21
106,2,3, 2020-02-22, 2020-03-22
106,2,4, 2020-03-23, 2020-04-10
106,2,3, 2020-04-11, 2020-05-01
106,2,3, 2020-05-02, 2020-05-19
106,2,1, 2020-05-20, 2020-06-13
106,2,5, 2020-06-14, 9999-12-31
107,2,4, 2020-01-13, 2020-02-07
107,2,1, 2020-02-08, 2020-02-22
107,2,1, 2020-02-23, 2020-03-20
107,2,3, 2020-03-21, 2020-04-17
107,2,3, 2020-04-18, 2020-05-04
107,2,4, 2020-05-05, 2020-05-10
107,2,2, 2020-05-11, 9999-12-31
108,1,1, 2020-01-30, 2020-02-06
108,1,2, 2020-02-07, 2020-02-10
108,1,1, 2020-02-11, 2020-03-01
108,1,5, 2020-03-02, 2020-03-03
108,1,5, 2020-03-04, 2020-03-05
108,1,1, 2020-03-06, 2020-03-13
108,1,5, 2020-03-14, 9999-12-31
109,4,5, 2020-01-01, 2020-01-31
109,4,1, 2020-02-01, 2020-02-22
109,4,2, 2020-02-23, 2020-03-06
109,4,3, 2020-03-07, 2020-03-07
109,4,3, 2020-03-08, 2020-03-18
109,4,1, 2020-03-19, 2020-04-05
109,4,4, 2020-04-06, 9999-12-31
110,2,1, 2020-01-01, 2020-01-07
110,2,1, 2020-01-08, 2020-02-04
110,2,2, 2020-02-05, 2020-02-12
110,2,5, 2020-02-13, 2020-02-13
110,2,4, 2020-02-14, 2020-02-14
110,2,2, 2020-02-15, 2020-03-03
110,2,1, 2020-03-04, 9999-12-31
111,4,1, 2020-01-28, 2020-02-20
111,4,4, 2020-02-21, 2020-03-10
111,4,4, 2020-03-11, 2020-03-28
111,4,2, 2020-03-29, 2020-04-12
111,4,5, 2020-04-13, 2020-04-20
111,4,1, 2020-04-21, 2020-04-22
111,4,3, 2020-04-23, 9999-12-31
112,1,2, 2020-04-13, 2020-05-03
112,1,1, 2020-01-08, 2020-01-28
112,1,3, 2020-01-29, 2020-02-01
112,1,1, 2020-02-02, 2020-02-20
112,1,4, 2020-02-21, 2020-03-14
112,1,2, 2020-03-15, 2020-04-12
112,1,5, 2020-05-04, 9999-12-31
113,1,4, 2020-01-21, 2020-01-31
113,1,1, 2020-02-01, 2020-02-19
113,1,1, 2020-02-20, 2020-03-19
113,1,3, 2020-03-20, 2020-04-18
113,1,2, 2020-04-19, 2020-04-24
113,1,3, 2020-04-25, 2020-05-20
113,1,5, 2020-05-21, 9999-12-31
114,1,3, 2020-01-19, 2020-01-23
114,1,1, 2020-01-24, 2020-01-27
114,1,4, 2020-01-28, 2020-01-31
114,1,4, 2020-02-01, 2020-02-19
114,1,3, 2020-02-20, 2020-02-20
114,1,2, 2020-02-21, 2020-03-17
114,1,4, 2020-03-18, 9999-12-31
115,5,2, 2020-01-29, 2020-02-26
115,5,5, 2020-02-27, 2020-03-19
115,5,2, 2020-03-20, 2020-04-02
115,5,3, 2020-04-03, 2020-05-02
115,5,3, 2020-05-03, 2020-05-16
115,5,1, 2020-05-17, 2020-06-06
115,5,4, 2020-06-07, 9999-12-31
116,1,5, 2020-02-16, 2020-03-14
116,1,2, 2020-01-28, 2020-01-29
116,1,5, 2020-01-30, 2020-02-15
116,1,2, 2020-03-15, 2020-03-17
116,1,1, 2020-03-18, 2020-04-12
116,1,4, 2020-04-13, 2020-05-12
116,1,3, 2020-05-13, 9999-12-31
117,5,1, 2020-01-15, 2020-01-24
117,5,4, 2020-01-25, 2020-02-01
117,5,2, 2020-02-02, 2020-03-02
117,5,4, 2020-03-03, 2020-04-01
117,5,4, 2020-04-02, 2020-04-08
117,5,4, 2020-04-09, 2020-04-26
117,5,5, 2020-04-27, 9999-12-31
118,3,2, 2020-01-03, 2020-02-01
118,3,3, 2020-02-02, 2020-02-21
118,3,4, 2020-02-22, 2020-02-27
118,3,1, 2020-02-28, 2020-03-07
118,3,2, 2020-03-08, 2020-03-08
118,3,1, 2020-03-09, 2020-03-28
118,3,4, 2020-03-29, 9999-12-31
119,2,4, 2020-01-17, 2020-02-06
119,2,4, 2020-02-07, 2020-03-06
119,2,4, 2020-03-07, 2020-03-13
119,2,1, 2020-03-14, 2020-04-08
119,2,3, 2020-04-09, 2020-04-27
119,2,5, 2020-04-28, 2020-05-15
119,2,3, 2020-05-16, 9999-12-31
120,1,5, 2020-01-23, 2020-02-15
120,1,3, 2020-02-16, 2020-03-03
120,1,3, 2020-03-04, 2020-03-18
120,1,3, 2020-03-19, 2020-04-01
120,1,2, 2020-04-02, 2020-04-19
120,1,2, 2020-04-20, 2020-04-24
120,1,5, 2020-04-25, 9999-12-31
121,3,3, 2020-01-01, 2020-01-23
121,3,5, 2020-01-24, 2020-01-24
121,3,4, 2020-01-25, 2020-02-07
121,3,1, 2020-02-08, 2020-02-16
121,3,4, 2020-02-17, 2020-03-10
121,3,1, 2020-03-11, 2020-03-29
121,3,5, 2020-03-30, 9999-12-31
122,2,3, 2020-01-29, 2020-02-01
122,2,4, 2020-02-02, 2020-02-02
122,2,5, 2020-02-03, 2020-02-23
122,2,5, 2020-02-24, 2020-03-06
122,2,1, 2020-03-07, 2020-03-23
122,2,3, 2020-03-24, 2020-04-17
122,2,2, 2020-04-18, 9999-12-31
123,4,2, 2020-01-16, 2020-01-20
123,4,3, 2020-01-21, 2020-02-19
123,4,1, 2020-02-20, 2020-03-12
123,4,2, 2020-03-13, 2020-04-03
123,4,3, 2020-04-04, 2020-04-05
123,4,4, 2020-04-06, 2020-04-25
123,4,5, 2020-04-26, 9999-12-31
124,3,3, 2020-01-01, 2020-01-04
124,3,4, 2020-01-05, 2020-02-03
124,3,3, 2020-02-04, 2020-02-28
124,3,3, 2020-02-29, 2020-03-08
124,3,4, 2020-03-09, 2020-03-13
124,3,2, 2020-03-14, 2020-03-19
124,3,1, 2020-03-20, 9999-12-31
125,2,5, 2020-01-04, 2020-01-26
125,2,1, 2020-01-27, 2020-02-06
125,2,5, 2020-02-07, 2020-03-02
125,2,4, 2020-03-03, 2020-03-12
125,2,5, 2020-03-13, 2020-04-01
125,2,5, 2020-04-02, 2020-05-01
125,2,3, 2020-05-02, 9999-12-31
126,4,1, 2020-01-21, 2020-02-02
126,4,3, 2020-02-03, 2020-02-21
126,4,4, 2020-02-22, 2020-03-16
126,4,3, 2020-03-17, 2020-03-24
126,4,5, 2020-03-25, 2020-03-30
126,4,5, 2020-03-31, 2020-04-17
126,4,3, 2020-04-18, 9999-12-31
127,5,3, 2020-01-17, 2020-02-15
127,5,2, 2020-02-16, 2020-02-23
127,5,2, 2020-02-24, 2020-03-13
127,5,3, 2020-03-14, 2020-03-19
127,5,5, 2020-03-20, 2020-04-10
127,5,3, 2020-04-11, 2020-04-12
127,5,5, 2020-04-13, 9999-12-31
128,4,2, 2020-04-09, 2020-05-02
128,4,1, 2020-01-26, 2020-02-25
128,4,2, 2020-02-26, 2020-03-15
128,4,3, 2020-03-16, 2020-04-01
128,4,5, 2020-04-02, 2020-04-08
128,4,3, 2020-05-03, 2020-05-18
128,4,4, 2020-05-19, 9999-12-31
129,3,1, 2020-01-12, 2020-02-10
129,3,2, 2020-02-11, 2020-03-11
129,3,5, 2020-03-12, 2020-03-24
129,3,5, 2020-03-25, 2020-04-23
129,3,3, 2020-04-24, 2020-05-17
129,3,4, 2020-05-18, 2020-05-24
129,3,2, 2020-05-25, 9999-12-31
130,3,4, 2020-01-02, 2020-01-21
130,3,5, 2020-01-22, 2020-01-26
130,3,4, 2020-01-27, 2020-02-24
130,3,2, 2020-02-25, 2020-03-02
130,3,1, 2020-03-03, 2020-03-25
130,3,5, 2020-03-26, 2020-03-31
130,3,1, 2020-04-01, 9999-12-31
131,3,4, 2020-01-10, 2020-01-28
131,3,1, 2020-01-29, 2020-02-12
131,3,2, 2020-02-13, 2020-02-18
131,3,5, 2020-02-19, 2020-03-15
131,3,4, 2020-03-16, 2020-03-18
131,3,3, 2020-03-19, 2020-03-21
131,3,4, 2020-03-22, 9999-12-31
132,4,1, 2020-01-29, 2020-02-06
132,4,2, 2020-01-10, 2020-01-28
132,4,3, 2020-02-07, 2020-02-16
132,4,1, 2020-02-17, 2020-02-23
132,4,2, 2020-02-24, 2020-03-06
132,4,1, 2020-03-07, 2020-03-12
132,4,4, 2020-03-13, 9999-12-31
133,2,1, 2020-01-10, 2020-01-17
133,2,4, 2020-01-18, 2020-02-09
133,2,4, 2020-02-10, 2020-03-08
133,2,1, 2020-03-09, 2020-03-30
133,2,1, 2020-03-31, 2020-04-02
133,2,5, 2020-04-03, 2020-04-19
133,2,5, 2020-04-20, 9999-12-31
134,1,2, 2020-01-08, 2020-01-28
134,1,3, 2020-01-29, 2020-02-27
134,1,3, 2020-02-28, 2020-03-12
134,1,3, 2020-03-13, 2020-03-14
134,1,4, 2020-03-15, 2020-03-29
134,1,2, 2020-03-30, 2020-04-17
134,1,2, 2020-04-18, 9999-12-31
135,5,4, 2020-01-09, 2020-01-28
135,5,5, 2020-01-29, 2020-02-07
135,5,3, 2020-02-08, 2020-03-07
135,5,1, 2020-03-08, 2020-03-22
135,5,4, 2020-03-23, 2020-03-25
135,5,3, 2020-03-26, 2020-04-21
135,5,4, 2020-04-22, 9999-12-31
136,3,2, 2020-01-11, 2020-01-16
136,3,1, 2020-01-17, 2020-02-15
136,3,3, 2020-02-16, 2020-03-04
136,3,5, 2020-03-05, 2020-03-30
136,3,5, 2020-03-31, 2020-04-26
136,3,5, 2020-04-27, 2020-04-30
136,3,4, 2020-05-01, 9999-12-31
137,1,3, 2020-01-06, 2020-01-13
137,1,5, 2020-01-14, 2020-02-07
137,1,4, 2020-02-08, 2020-02-13
137,1,4, 2020-02-14, 2020-02-18
137,1,2, 2020-02-19, 2020-03-16
137,1,2, 2020-03-17, 2020-03-24
137,1,3, 2020-03-25, 9999-12-31
138,4,4, 2020-01-11, 2020-01-28
138,4,3, 2020-01-29, 2020-02-08
138,4,5, 2020-02-09, 2020-03-08
138,4,3, 2020-03-09, 2020-03-30
138,4,2, 2020-03-31, 2020-04-23
138,4,2, 2020-04-24, 2020-05-15
138,4,2, 2020-05-16, 9999-12-31
139,4,4, 2020-01-10, 2020-01-28
139,4,3, 2020-01-29, 2020-02-04
139,4,2, 2020-02-05, 2020-02-25
139,4,3, 2020-02-26, 2020-02-28
139,4,4, 2020-02-29, 2020-03-14
139,4,5, 2020-03-15, 2020-04-09
139,4,5, 2020-04-10, 9999-12-31
140,1,1, 2020-05-10, 9999-12-31
140,1,5, 2020-01-26, 2020-02-10
140,1,1, 2020-02-11, 2020-03-11
140,1,1, 2020-03-12, 2020-04-03
140,1,4, 2020-04-04, 2020-04-08
140,1,3, 2020-04-09, 2020-04-09
140,1,5, 2020-04-10, 2020-05-09
141,3,3, 2020-01-15, 2020-01-29
141,3,4, 2020-01-30, 2020-02-05
141,3,2, 2020-02-06, 2020-03-03
141,3,2, 2020-03-04, 2020-03-24
141,3,5, 2020-03-25, 2020-04-03
141,3,5, 2020-04-04, 2020-04-06
141,3,3, 2020-04-07, 9999-12-31
142,1,5, 2020-01-16, 2020-01-24
142,1,3, 2020-01-25, 2020-01-30
142,1,2, 2020-01-31, 2020-02-22
142,1,3, 2020-02-23, 2020-02-26
142,1,1, 2020-02-27, 2020-03-16
142,1,2, 2020-03-17, 2020-03-18
142,1,4, 2020-03-19, 9999-12-31
143,5,5, 2020-01-29, 2020-02-05
143,5,1, 2020-02-06, 2020-02-17
143,5,2, 2020-02-18, 2020-03-13
143,5,5, 2020-03-14, 2020-04-09
143,5,4, 2020-04-10, 2020-04-16
143,5,3, 2020-04-17, 2020-04-18
143,5,3, 2020-04-19, 9999-12-31
144,3,5, 2020-03-26, 2020-03-29
144,3,4, 2020-01-14, 2020-02-13
144,3,3, 2020-02-14, 2020-03-08
144,3,4, 2020-03-09, 2020-03-25
144,3,2, 2020-03-30, 2020-04-27
144,3,4, 2020-04-28, 2020-04-29
144,3,2, 2020-04-30, 9999-12-31
145,5,1, 2020-01-02, 2020-01-25
145,5,1, 2020-01-26, 2020-02-08
145,5,2, 2020-02-09, 2020-02-26
145,5,4, 2020-02-27, 2020-03-19
145,5,4, 2020-03-20, 2020-04-03
145,5,1, 2020-04-04, 2020-04-12
145,5,2, 2020-04-13, 9999-12-31
146,1,5, 2020-01-05, 2020-01-24
146,1,4, 2020-01-25, 2020-02-18
146,1,4, 2020-02-19, 2020-03-18
146,1,5, 2020-03-19, 2020-04-08
146,1,1, 2020-04-09, 2020-04-15
146,1,1, 2020-04-16, 2020-05-06
146,1,2, 2020-05-07, 9999-12-31
147,1,1, 2020-01-15, 2020-02-12
147,1,5, 2020-02-13, 2020-03-09
147,1,4, 2020-03-10, 2020-04-05
147,1,2, 2020-04-06, 2020-04-27
147,1,4, 2020-04-28, 2020-05-16
147,1,4, 2020-05-17, 2020-05-21
147,1,5, 2020-05-22, 9999-12-31
148,4,1, 2020-01-12, 2020-01-14
148,4,5, 2020-01-15, 2020-01-25
148,4,2, 2020-01-26, 2020-02-04
148,4,5, 2020-02-05, 2020-02-15
148,4,5, 2020-02-16, 2020-03-03
148,4,2, 2020-03-04, 2020-03-15
148,4,4, 2020-03-16, 9999-12-31
149,1,1, 2020-01-13, 2020-01-25
149,1,1, 2020-01-26, 2020-02-10
149,1,4, 2020-02-11, 2020-02-22
149,1,2, 2020-02-23, 2020-03-08
149,1,4, 2020-03-09, 2020-04-01
149,1,4, 2020-04-02, 2020-04-12
149,1,1, 2020-04-13, 9999-12-31
150,2,5, 2020-01-04, 2020-01-18
150,2,3, 2020-01-19, 2020-02-14
150,2,1, 2020-02-15, 2020-02-23
150,2,3, 2020-02-24, 2020-03-11
150,2,1, 2020-03-12, 2020-03-24
150,2,2, 2020-03-25, 2020-04-21
150,2,5, 2020-04-22, 9999-12-31
151,1,2, 2020-01-10, 2020-01-26
151,1,5, 2020-01-27, 2020-02-06
151,1,4, 2020-02-07, 2020-02-28
151,1,4, 2020-02-29, 2020-02-29
151,1,1, 2020-03-01, 2020-03-27
151,1,3, 2020-03-28, 2020-04-25
151,1,1, 2020-04-26, 9999-12-31
152,4,1, 2020-01-01, 2020-01-15
152,4,5, 2020-01-16, 2020-02-02
152,4,2, 2020-02-03, 2020-02-23
152,4,5, 2020-02-24, 2020-03-10
152,4,3, 2020-03-11, 2020-03-15
152,4,3, 2020-03-16, 2020-03-27
152,4,4, 2020-03-28, 9999-12-31
153,3,5, 2020-01-18, 2020-02-13
153,3,4, 2020-02-14, 2020-02-19
153,3,3, 2020-02-20, 2020-03-07
153,3,3, 2020-03-08, 2020-04-03
153,3,5, 2020-04-04, 2020-04-28
153,3,2, 2020-04-29, 2020-05-05
153,3,2, 2020-05-06, 9999-12-31
154,2,5, 2020-01-15, 2020-01-22
154,2,3, 2020-01-23, 2020-02-19
154,2,5, 2020-02-20, 2020-03-15
154,2,3, 2020-03-16, 2020-03-25
154,2,5, 2020-03-26, 2020-04-18
154,2,4, 2020-04-19, 2020-04-27
154,2,2, 2020-04-28, 9999-12-31
155,4,1, 2020-01-10, 2020-02-07
155,4,1, 2020-02-08, 2020-03-04
155,4,1, 2020-03-05, 2020-03-29
155,4,2, 2020-03-30, 2020-04-20
155,4,2, 2020-04-21, 2020-04-28
155,4,2, 2020-04-29, 2020-05-12
155,4,3, 2020-05-13, 9999-12-31
156,5,4, 2020-03-31, 2020-04-17
156,5,5, 2020-01-24, 2020-02-13
156,5,4, 2020-02-14, 2020-02-29
156,5,1, 2020-03-01, 2020-03-15
156,5,2, 2020-03-16, 2020-03-27
156,5,2, 2020-03-28, 2020-03-30
156,5,5, 2020-04-18, 9999-12-31
157,2,3, 2020-01-06, 2020-01-24
157,2,5, 2020-01-25, 2020-02-04
157,2,3, 2020-02-05, 2020-02-28
157,2,2, 2020-02-29, 2020-03-06
157,2,2, 2020-03-07, 2020-04-04
157,2,4, 2020-04-05, 2020-04-05
157,2,1, 2020-04-06, 9999-12-31
158,5,1, 2020-01-18, 2020-01-28
158,5,5, 2020-01-29, 2020-01-29
158,5,4, 2020-01-30, 2020-02-17
158,5,1, 2020-02-18, 2020-02-24
158,5,3, 2020-02-25, 2020-03-04
158,5,3, 2020-03-05, 2020-03-19
158,5,3, 2020-03-20, 9999-12-31
159,5,3, 2020-01-04, 2020-01-26
159,5,5, 2020-01-27, 2020-02-25
159,5,3, 2020-02-26, 2020-03-23
159,5,3, 2020-03-24, 2020-04-22
159,5,2, 2020-04-23, 2020-04-29
159,5,5, 2020-04-30, 2020-04-30
159,5,1, 2020-05-01, 9999-12-31
160,4,3, 2020-01-27, 2020-02-13
160,4,4, 2020-01-17, 2020-01-23
160,4,1, 2020-01-24, 2020-01-26
160,4,2, 2020-02-14, 2020-03-13
160,4,3, 2020-03-14, 2020-03-30
160,4,4, 2020-03-31, 2020-04-16
160,4,4, 2020-04-17, 9999-12-31
161,1,2, 2020-01-08, 2020-01-08
161,1,2, 2020-01-09, 2020-01-20
161,1,2, 2020-01-21, 2020-01-22
161,1,4, 2020-01-23, 2020-02-11
161,1,1, 2020-02-12, 2020-03-10
161,1,3, 2020-03-11, 2020-03-16
161,1,3, 2020-03-17, 9999-12-31
162,2,1, 2020-01-10, 2020-01-17
162,2,3, 2020-01-18, 2020-02-06
162,2,3, 2020-02-07, 2020-02-09
162,2,4, 2020-02-10, 2020-02-13
162,2,5, 2020-02-14, 2020-03-12
162,2,1, 2020-03-13, 2020-03-31
162,2,1, 2020-04-01, 9999-12-31
163,4,2, 2020-01-14, 2020-01-31
163,4,1, 2020-02-01, 2020-02-12
163,4,5, 2020-02-13, 2020-02-13
163,4,5, 2020-02-14, 2020-02-20
163,4,5, 2020-02-21, 2020-02-27
163,4,4, 2020-02-28, 2020-03-01
163,4,1, 2020-03-02, 9999-12-31
164,3,5, 2020-01-10, 2020-01-21
164,3,5, 2020-01-22, 2020-02-06
164,3,3, 2020-02-07, 2020-02-21
164,3,1, 2020-02-22, 2020-03-21
164,3,2, 2020-03-22, 2020-03-25
164,3,1, 2020-03-26, 2020-04-15
164,3,1, 2020-04-16, 9999-12-31
165,4,5, 2020-01-23, 2020-02-02
165,4,3, 2020-02-03, 2020-02-11
165,4,2, 2020-02-12, 2020-02-21
165,4,4, 2020-02-22, 2020-03-08
165,4,4, 2020-03-09, 2020-03-13
165,4,2, 2020-03-14, 2020-04-05
165,4,1, 2020-04-06, 9999-12-31
166,2,1, 2020-01-22, 2020-01-24
166,2,4, 2020-01-25, 2020-02-19
166,2,3, 2020-02-20, 2020-03-10
166,2,3, 2020-03-11, 2020-04-05
166,2,3, 2020-04-06, 2020-05-04
166,2,2, 2020-05-05, 2020-05-30
166,2,3, 2020-05-31, 9999-12-31
167,4,5, 2020-01-30, 2020-02-03
167,4,2, 2020-02-04, 2020-02-24
167,4,5, 2020-02-25, 2020-02-29
167,4,4, 2020-03-01, 2020-03-14
167,4,1, 2020-03-15, 2020-03-31
167,4,1, 2020-04-01, 2020-04-24
167,4,3, 2020-04-25, 9999-12-31
168,5,1, 2020-01-13, 2020-02-12
168,5,3, 2020-02-13, 2020-03-13
168,5,5, 2020-03-14, 2020-03-30
168,5,1, 2020-03-31, 2020-04-15
168,5,2, 2020-04-16, 2020-05-10
168,5,4, 2020-05-11, 2020-05-30
168,5,5, 2020-05-31, 9999-12-31
169,1,1, 2020-01-10, 2020-01-19
169,1,4, 2020-01-20, 2020-02-16
169,1,5, 2020-02-17, 2020-03-02
169,1,3, 2020-03-03, 2020-03-29
169,1,4, 2020-03-30, 2020-04-16
169,1,5, 2020-04-17, 2020-04-28
169,1,3, 2020-04-29, 9999-12-31
170,5,1, 2020-01-14, 2020-01-22
170,5,4, 2020-01-23, 2020-02-06
170,5,5, 2020-02-07, 2020-02-27
170,5,1, 2020-02-28, 2020-02-28
170,5,1, 2020-02-29, 2020-03-06
170,5,4, 2020-03-07, 2020-03-12
170,5,2, 2020-03-13, 9999-12-31
171,1,4, 2020-01-17, 2020-01-30
171,1,3, 2020-01-31, 2020-02-22
171,1,4, 2020-02-23, 2020-03-15
171,1,2, 2020-03-16, 2020-03-31
171,1,1, 2020-04-01, 2020-04-20
171,1,5, 2020-04-21, 2020-05-11
171,1,3, 2020-05-12, 9999-12-31
172,2,5, 2020-04-07, 2020-04-19
172,2,3, 2020-01-12, 2020-01-31
172,2,4, 2020-02-01, 2020-02-11
172,2,1, 2020-02-12, 2020-03-08
172,2,1, 2020-03-09, 2020-04-06
172,2,5, 2020-04-20, 2020-05-13
172,2,1, 2020-05-14, 9999-12-31
173,5,2, 2020-01-14, 2020-02-10
173,5,3, 2020-02-11, 2020-02-16
173,5,4, 2020-02-17, 2020-03-12
173,5,4, 2020-03-13, 2020-03-25
173,5,5, 2020-03-26, 2020-04-13
173,5,2, 2020-04-14, 2020-04-27
173,5,1, 2020-04-28, 9999-12-31
174,4,5, 2020-01-11, 2020-02-02
174,4,4, 2020-02-03, 2020-02-17
174,4,4, 2020-02-18, 2020-03-10
174,4,2, 2020-03-11, 2020-03-30
174,4,5, 2020-03-31, 2020-04-16
174,4,4, 2020-04-17, 2020-05-06
174,4,4, 2020-05-07, 9999-12-31
175,1,5, 2020-01-14, 2020-02-11
175,1,3, 2020-02-12, 2020-03-09
175,1,1, 2020-03-10, 2020-03-26
175,1,2, 2020-03-27, 2020-04-14
175,1,4, 2020-04-15, 2020-05-08
175,1,3, 2020-05-09, 2020-05-27
175,1,5, 2020-05-28, 9999-12-31
176,2,4, 2020-02-24, 2020-03-23
176,2,1, 2020-01-26, 2020-02-23
176,2,2, 2020-03-24, 2020-04-01
176,2,4, 2020-04-02, 2020-04-26
176,2,2, 2020-04-27, 2020-05-19
176,2,1, 2020-05-20, 2020-05-22
176,2,1, 2020-05-23, 9999-12-31
177,3,5, 2020-01-20, 2020-02-05
177,3,2, 2020-02-06, 2020-02-26
177,3,1, 2020-02-27, 2020-02-29
177,3,1, 2020-03-01, 2020-03-06
177,3,1, 2020-03-07, 2020-03-24
177,3,1, 2020-03-25, 2020-03-27
177,3,1, 2020-03-28, 9999-12-31
178,1,4, 2020-01-23, 2020-02-22
178,1,2, 2020-02-23, 2020-03-14
178,1,1, 2020-03-15, 2020-04-06
178,1,1, 2020-04-07, 2020-05-06
178,1,4, 2020-05-07, 2020-06-04
178,1,5, 2020-06-05, 2020-07-02
178,1,3, 2020-07-03, 9999-12-31
179,4,3, 2020-01-05, 2020-02-03
179,4,1, 2020-02-04, 2020-02-12
179,4,5, 2020-02-13, 2020-02-21
179,4,5, 2020-02-22, 2020-03-11
179,4,4, 2020-03-12, 2020-03-30
179,4,2, 2020-03-31, 2020-04-27
179,4,4, 2020-04-28, 9999-12-31
180,1,2, 2020-01-09, 2020-01-19
180,1,4, 2020-01-20, 2020-01-30
180,1,1, 2020-01-31, 2020-02-17
180,1,1, 2020-02-18, 2020-02-21
180,1,3, 2020-02-22, 2020-02-25
180,1,4, 2020-02-26, 2020-02-27
180,1,2, 2020-02-28, 9999-12-31
181,4,4, 2020-01-13, 2020-02-04
181,4,1, 2020-02-05, 2020-02-17
181,4,3, 2020-02-18, 2020-03-01
181,4,5, 2020-03-02, 2020-03-29
181,4,4, 2020-03-30, 2020-04-25
181,4,5, 2020-04-26, 2020-05-21
181,4,5, 2020-05-22, 9999-12-31
182,3,1, 2020-01-08, 2020-01-22
182,3,5, 2020-01-23, 2020-02-02
